Id,Area (ABD),Diameter (ABD),Volume (ABD),Diameter (ESD),Volume (ESD),Length,Width,Aspect Ratio,Transparency,Intensity,Sigma Intensity,Sum Intensity,Compactness,Elongation,Perimeter,Convex Perimeter,Roughness,Feret Max Angle,PPC,Ch1 Peak,Ch1 TOF,Ch2 Peak,Ch2 TOF,Ch3 Peak,Ch3 TOF,Avg Red,Avg Green,Avg Blue,Red Green Ratio,Blue Green,Red Blue Ratio,CaptureX,CaptureY,SaveX,SaveY,PixelW,PixelH,Cal Const,Timestamp,Filename
275,376.15,21.88,5.49e+003,27.02,1.03e+004,32.48,19.09,0.59,0.19,100.98,40.12,13027.00,2.20,4.69,101.94,84.93,1.20,-35.00,1.00,274.00,29.00,226.00,4042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627,254,707,190,77,73,1.7076,"2008-03-11 16:02:20.074",S04.2008-03-10.300F4X3_000004.tif
276,309.09,19.84,4.09e+003,26.67,9.93e+003,32.87,17.55,0.53,0.26,85.62,37.73,9076.00,2.60,6.01,100.53,83.83,1.20,80.00,1.00,274.00,29.00,226.00,4042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,617,698,786,190,72,69,1.7076,"2008-03-11 16:02:20.074",S04.2008-03-10.300F4X3_000004.tif
277,393.65,22.39,5.88e+003,26.17,9.39e+003,30.69,20.49,0.67,0.14,69.55,30.17,9389.00,2.43,5.45,109.60,82.28,1.33,45.00,1.00,211.00,2443.00,255.00,1219.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132,6,860,190,75,75,1.7076,"2008-03-11 16:02:20.315",S04.2008-03-10.300F4X3_000004.tif
278,390.73,22.30,5.81e+003,26.98,1.03e+004,30.89,22.68,0.73,0.17,89.90,36.09,12047.00,2.06,4.23,100.53,84.83,1.19,20.00,1.00,210.00,7442.00,256.00,1114.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,970,394,937,190,53,74,1.7076,"2008-03-11 16:02:22.818",S04.2008-03-10.300F4X3_000004.tif
279,463.63,24.30,7.51e+003,27.31,1.07e+004,30.11,23.44,0.78,0.11,92.52,39.45,14710.00,1.73,3.13,100.53,85.85,1.17,55.00,1.00,181.00,2967.00,265.00,8340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,434,37,0,272,76,76,1.7076,"2008-03-11 16:02:23.719",S04.2008-03-10.300F4X3_000004.tif
280,1784.53,47.67,5.67e+004,91.14,3.96e+005,102.28,68.12,0.67,0.48,83.50,36.94,51101.00,11.75,34.89,513.36,286.50,1.79,50.00,1.00,326.00,0.00,341.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,796,1,78,272,116,102,1.7076,"2008-03-11 16:02:24.380",S04.2008-03-10.300F4X3_000004.tif
281,451.96,23.99,7.23e+003,27.96,1.14e+004,35.39,21.03,0.59,0.14,105.45,40.22,16344.00,1.88,3.63,103.36,87.89,1.18,-60.00,1.00,201.00,2373.00,251.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,890,1,196,272,74,48,1.7076,"2008-03-11 16:02:25.442",S04.2008-03-10.300F4X3_000004.tif
282,370.32,21.71,5.36e+003,25.28,8.46e+003,30.31,19.35,0.64,0.14,92.97,37.50,11807.00,1.75,3.19,90.28,79.46,1.14,-15.00,1.00,198.00,4783.00,243.00,652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,42,272,272,75,72,1.7076,"2008-03-11 16:02:26.003",S04.2008-03-10.300F4X3_000004.tif
283,475.29,24.60,7.79e+003,28.80,1.25e+004,33.07,23.37,0.71,0.15,101.20,44.64,16496.00,2.15,4.55,113.43,90.52,1.25,70.00,1.00,198.00,4783.00,243.00,652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319,268,349,272,74,79,1.7076,"2008-03-11 16:02:26.003",S04.2008-03-10.300F4X3_000004.tif
284,291.59,19.27,3.75e+003,25.01,8.19e+003,32.87,11.95,0.36,0.23,69.92,32.08,6992.00,1.95,3.88,84.62,78.61,1.08,10.00,1.00,169.00,7086.00,224.00,2917.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353,271,425,272,79,67,1.7076,"2008-03-11 16:02:26.223",S04.2008-03-10.300F4X3_000004.tif
285,425.72,23.28,6.61e+003,27.05,1.04e+004,30.92,20.49,0.66,0.14,106.86,39.77,15601.00,1.78,3.30,97.70,85.04,1.15,85.00,1.00,174.00,1889.00,268.00,1198.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,699,311,506,272,72,78,1.7076,"2008-03-11 16:02:26.674",S04.2008-03-10.300F4X3_000004.tif
286,323.66,20.30,4.38e+003,26.38,9.61e+003,34.18,18.78,0.55,0.23,68.86,31.20,7643.00,3.82,9.91,124.68,82.93,1.50,-5.00,1.00,371.00,7.00,209.00,662.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,917,1,580,272,80,61,1.7076,"2008-03-11 16:02:27.084",S04.2008-03-10.300F4X3_000004.tif
287,545.27,26.35,9.58e+003,44.41,4.59e+004,61.84,17.08,0.28,0.41,60.72,28.22,11354.00,4.30,11.43,171.73,139.62,1.23,-85.00,1.00,204.00,7633.00,240.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,512,524,662,272,70,96,1.7076,"2008-03-11 16:02:28.827",S04.2008-03-10.300F4X3_000004.tif
288,583.18,27.25,1.06e+004,37.22,2.70e+004,49.98,21.59,0.43,0.27,87.75,36.28,17549.00,3.68,9.47,164.31,117.02,1.40,-10.00,1.00,200.00,3490.00,242.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,960,623,734,272,63,73,1.7076,"2008-03-11 16:02:29.237",S04.2008-03-10.300F4X3_000004.tif
289,277.01,18.78,3.47e+003,45.98,5.09e+004,69.69,8.32,0.12,0.59,79.63,29.84,7565.00,7.01,19.98,156.24,144.54,1.08,60.00,1.00,193.00,2400.00,247.00,10620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,785,544,799,272,80,96,1.7076,"2008-03-11 16:02:29.748",S04.2008-03-10.300F4X3_000004.tif
290,134.13,13.07,1.17e+003,25.16,8.34e+003,37.58,6.45,0.17,0.48,57.13,23.90,2628.00,4.07,10.68,82.79,79.10,1.05,-85.00,1.00,230.00,1245.00,239.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,752,423,881,272,64,82,1.7076,"2008-03-11 16:02:31.380",S04.2008-03-10.300F4X3_000004.tif
291,341.16,20.84,4.74e+003,26.14,9.35e+003,33.16,17.02,0.51,0.20,71.79,34.52,8399.00,2.15,4.55,96.11,82.16,1.17,15.00,1.00,214.00,1274.00,228.00,5256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,723,469,0,376,79,70,1.7076,"2008-03-11 16:02:32.923",S04.2008-03-10.300F4X3_000004.tif
292,346.99,21.02,4.86e+003,25.44,8.62e+003,27.82,21.69,0.78,0.17,81.89,38.43,9745.00,3.40,8.58,121.85,79.97,1.52,-80.00,1.00,214.00,1274.00,228.00,5256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,908,524,81,376,74,76,1.7076,"2008-03-11 16:02:32.923",S04.2008-03-10.300F4X3_000004.tif
293,822.28,32.36,1.77e+004,45.18,4.83e+004,63.54,18.72,0.29,0.28,138.08,46.57,38939.00,2.22,4.75,151.34,142.04,1.07,-85.00,1.00,220.00,2962.00,257.00,4031.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,639,294,157,376,71,97,1.7076,"2008-03-11 16:02:33.914",S04.2008-03-10.300F4X3_000004.tif
294,632.75,28.38,1.20e+004,35.83,2.41e+004,41.57,31.25,0.75,0.21,78.71,34.35,17081.00,4.35,11.56,185.88,112.64,1.65,10.00,1.00,200.00,4032.00,223.00,1758.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16,110,230,376,84,80,1.7076,"2008-03-11 16:02:35.386",S04.2008-03-10.300F4X3_000004.tif
295,312.00,19.93,4.15e+003,25.38,8.56e+003,28.70,20.49,0.71,0.21,63.92,31.90,6839.00,5.00,13.63,139.99,79.79,1.75,-20.00,1.00,230.00,2441.00,312.00,3542.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526,1,316,376,76,43,1.7076,"2008-03-11 16:02:35.867",S04.2008-03-10.300F4X3_000004.tif
296,317.83,20.12,4.26e+003,25.51,8.69e+003,29.69,21.57,0.73,0.21,74.85,35.90,8159.00,5.26,14.47,145.00,80.18,1.81,50.00,1.00,197.00,11156.00,232.00,6494.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,877,138,394,376,75,74,1.7076,"2008-03-11 16:02:38.561",S04.2008-03-10.300F4X3_000004.tif
297,1003.07,35.74,2.39e+004,40.28,3.42e+004,48.08,29.87,0.62,0.11,105.27,34.30,36212.00,1.87,3.59,153.41,126.61,1.21,-5.00,1.00,233.00,2327.00,245.00,556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,892,541,471,376,88,79,1.7076,"2008-03-11 16:02:41.485",S04.2008-03-10.300F4X3_000004.tif
298,358.66,21.37,5.11e+003,28.03,1.15e+004,36.89,17.91,0.49,0.24,96.51,44.63,11871.00,2.32,5.11,102.36,88.11,1.16,-65.00,1.00,199.00,1086.00,265.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74,309,561,376,72,80,1.7076,"2008-03-11 16:02:41.976",S04.2008-03-10.300F4X3_000004.tif
299,428.64,23.36,6.68e+003,35.69,2.38e+004,46.91,20.49,0.44,0.35,69.69,35.38,10245.00,5.83,16.26,177.22,112.18,1.58,10.00,1.00,222.00,4722.00,272.00,8745.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,478,326,635,376,87,72,1.7076,"2008-03-11 16:02:42.336",S04.2008-03-10.300F4X3_000004.tif
300,376.15,21.88,5.49e+003,29.16,1.30e+004,36.23,22.03,0.61,0.25,76.20,36.31,9830.00,3.96,10.33,136.75,91.67,1.49,80.00,1.00,256.00,13438.00,243.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,462,724,376,72,81,1.7076,"2008-03-11 16:02:46.272",S04.2008-03-10.300F4X3_000004.tif
301,204.11,16.12,2.19e+003,29.40,1.33e+004,37.89,16.04,0.42,0.45,73.73,37.51,5161.00,4.53,12.14,107.77,92.41,1.17,-70.00,1.00,545.00,2.00,256.00,3811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,749,89,798,376,74,81,1.7076,"2008-03-11 16:02:46.963",S04.2008-03-10.300F4X3_000004.tif
302,437.38,23.60,6.88e+003,27.65,1.11e+004,29.22,24.62,0.84,0.15,92.85,36.42,13928.00,2.20,4.71,110.01,86.92,1.27,85.00,1.00,460.00,29428.00,243.00,8263.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,896,416,874,376,76,77,1.7076,"2008-03-11 16:02:47.494",S04.2008-03-10.300F4X3_000004.tif
303,393.65,22.39,5.88e+003,28.31,1.19e+004,36.06,20.07,0.56,0.21,96.96,43.40,13089.00,2.75,6.48,116.60,88.98,1.31,-25.00,1.00,206.00,17608.00,245.00,19920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,302,633,0,475,80,72,1.7076,"2008-03-11 16:02:48.044",S04.2008-03-10.300F4X3_000004.tif
304,358.66,21.37,5.11e+003,29.41,1.33e+004,36.53,19.46,0.53,0.27,68.63,33.44,8442.00,4.82,13.07,147.41,92.46,1.59,10.00,1.00,215.00,1805.00,259.00,1304.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375,99,82,475,81,72,1.7076,"2008-03-11 16:02:48.625",S04.2008-03-10.300F4X3_000004.tif
305,565.68,26.84,1.01e+004,36.00,2.44e+004,46.38,20.40,0.44,0.25,86.77,41.73,16834.00,3.41,8.59,155.66,113.17,1.38,-85.00,1.00,215.00,1805.00,259.00,1304.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72,390,165,475,73,87,1.7076,"2008-03-11 16:02:48.625",S04.2008-03-10.300F4X3_000004.tif
306,341.16,20.84,4.74e+003,32.22,1.75e+004,41.28,18.62,0.45,0.35,84.51,38.89,9888.00,3.72,9.58,126.26,101.27,1.25,-85.00,1.00,229.00,2393.00,251.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726,603,240,475,72,84,1.7076,"2008-03-11 16:02:53.713",S04.2008-03-10.300F4X3_000004.tif
307,279.93,18.88,3.52e+003,25.26,8.44e+003,32.48,15.95,0.49,0.25,63.29,22.27,6076.00,2.37,5.25,91.28,79.41,1.15,-85.00,1.00,723.00,4.00,219.00,11501.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,695,314,475,61,72,1.7076,"2008-03-11 16:02:58.550",S04.2008-03-10.300F4X3_000004.tif
308,364.49,21.54,5.23e+003,25.57,8.75e+003,27.82,22.94,0.82,0.16,74.99,37.36,9374.00,2.22,4.78,100.94,80.38,1.26,-10.00,1.00,968.00,10.00,197.00,259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239,631,377,475,76,74,1.7076,"2008-03-11 16:02:59.621",S04.2008-03-10.300F4X3_000004.tif
309,574.43,27.04,1.04e+004,31.49,1.64e+004,39.15,21.57,0.55,0.14,100.53,34.71,19805.00,1.77,3.27,113.19,99.00,1.14,25.00,1.00,184.00,523.00,244.00,1147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,441,1,455,475,81,55,1.7076,"2008-03-11 16:03:01.424",S04.2008-03-10.300F4X3_000004.tif
310,5088.24,80.49,2.73e+005,89.10,3.70e+005,98.70,76.49,0.77,0.10,155.43,35.11,271225.00,1.81,3.40,340.46,280.09,1.22,60.00,1.00,191.00,1634.00,260.00,4496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,520,191,538,475,106,116,1.7076,"2008-03-11 16:03:01.674",S04.2008-03-10.300F4X3_000004.tif
311,3866.48,70.16,1.81e+005,86.74,3.42e+005,101.88,77.42,0.76,0.19,126.17,44.62,167297.00,4.21,11.15,452.48,272.66,1.66,-65.00,1.00,250.00,19.00,223.00,1159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,611,201,646,475,107,115,1.7076,"2008-03-11 16:03:01.824",S04.2008-03-10.300F4X3_000004.tif
312,624.00,28.19,1.17e+004,32.62,1.82e+004,42.42,19.82,0.47,0.14,116.68,34.24,24970.00,1.52,2.35,109.19,102.54,1.06,55.00,1.00,250.00,19.00,223.00,1159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20,429,755,475,78,81,1.7076,"2008-03-11 16:03:01.824",S04.2008-03-10.300F4X3_000004.tif
313,758.13,31.07,1.57e+004,33.51,1.97e+004,37.91,27.22,0.72,0.07,117.88,47.59,30650.00,1.38,1.76,114.60,105.34,1.09,-10.00,1.00,192.00,21.00,230.00,3604.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,592,194,835,475,82,76,1.7076,"2008-03-11 16:03:02.125",S04.2008-03-10.300F4X3_000004.tif
314,1221.76,39.44,3.21e+004,55.58,8.99e+004,71.24,37.82,0.53,0.29,133.75,46.01,56042.00,3.12,7.66,218.79,174.71,1.25,65.00,1.00,202.00,1162.00,243.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147,69,919,475,83,99,1.7076,"2008-03-11 16:03:02.345",S04.2008-03-10.300F4X3_000004.tif
315,381.98,22.05,5.62e+003,30.70,1.51e+004,35.60,26.14,0.73,0.28,64.17,29.58,8406.00,12.68,37.80,246.69,96.50,2.56,50.00,1.00,202.00,1162.00,243.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332,611,0,593,78,76,1.7076,"2008-03-11 16:03:02.345",S04.2008-03-10.300F4X3_000004.tif
316,641.50,28.58,1.22e+004,29.83,1.39e+004,33.79,25.86,0.77,0.04,108.22,41.63,23808.00,1.19,1.00,98.11,93.78,1.05,25.00,1.00,178.00,2350.00,256.00,3519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,409,405,80,593,78,76,1.7076,"2008-03-11 16:03:02.826",S04.2008-03-10.300F4X3_000004.tif
317,422.81,23.20,6.54e+003,28.73,1.24e+004,34.53,22.20,0.64,0.19,88.53,37.24,12837.00,2.99,7.26,126.09,90.32,1.40,-30.00,1.00,178.00,2350.00,256.00,3519.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,335,555,160,593,79,73,1.7076,"2008-03-11 16:03:02.826",S04.2008-03-10.300F4X3_000004.tif
318,344.08,20.93,4.80e+003,26.06,9.26e+003,27.53,24.65,0.90,0.20,73.09,31.31,8625.00,3.57,9.11,124.26,81.91,1.52,80.00,1.00,181.00,1722.00,248.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,875,127,241,593,75,76,1.7076,"2008-03-11 16:03:03.076",S04.2008-03-10.300F4X3_000004.tif
319,428.64,23.36,6.68e+003,27.09,1.04e+004,30.72,22.44,0.73,0.14,95.31,38.36,14011.00,1.63,2.76,93.70,85.16,1.10,-60.00,1.00,181.00,1722.00,248.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,597,456,318,593,75,77,1.7076,"2008-03-11 16:03:03.076",S04.2008-03-10.300F4X3_000004.tif
320,781.46,31.54,1.64e+004,34.63,2.17e+004,37.35,29.03,0.78,0.09,134.53,47.23,36053.00,1.35,1.63,115.19,108.85,1.06,-15.00,1.00,181.00,1722.00,248.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,187,661,395,593,81,77,1.7076,"2008-03-11 16:03:03.076",S04.2008-03-10.300F4X3_000004.tif
321,845.61,32.81,1.85e+004,39.02,3.11e+004,47.84,27.06,0.57,0.16,91.70,39.64,26593.00,2.37,5.25,158.66,122.68,1.29,40.00,1.00,198.00,2416.00,235.00,5900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,402,153,478,593,85,81,1.7076,"2008-03-11 16:03:06.361",S04.2008-03-10.300F4X3_000004.tif
322,626.92,28.25,1.18e+004,32.91,1.87e+004,40.70,20.99,0.52,0.14,93.39,42.25,20078.00,2.24,4.84,132.92,103.47,1.28,-25.00,1.00,177.00,2990.00,254.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,475,565,593,65,76,1.7076,"2008-03-11 16:03:06.561",S04.2008-03-10.300F4X3_000004.tif
323,521.95,25.78,8.97e+003,29.53,1.35e+004,32.87,24.03,0.73,0.13,84.73,35.81,15167.00,4.18,11.04,165.56,92.85,1.78,80.00,1.00,248.00,651.00,262.00,587.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710,458,632,593,75,79,1.7076,"2008-03-11 16:03:06.902",S04.2008-03-10.300F4X3_000004.tif
324,379.07,21.97,5.55e+003,29.02,1.28e+004,36.53,17.08,0.47,0.24,113.83,45.21,14798.00,2.64,6.14,112.19,91.24,1.23,80.00,1.00,188.00,66.00,233.00,2383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,247,675,709,593,70,81,1.7076,"2008-03-11 16:03:07.322",S04.2008-03-10.300F4X3_000004.tif
325,1533.76,44.19,4.52e+004,64.30,1.39e+005,90.50,29.03,0.32,0.31,122.79,43.16,64589.00,3.25,8.07,250.11,202.15,1.24,90.00,1.00,707.00,0.00,207.00,2017.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,617,534,781,593,77,113,1.7076,"2008-03-11 16:03:07.462",S04.2008-03-10.300F4X3_000004.tif
326,437.38,23.60,6.88e+003,25.11,8.29e+003,28.70,20.49,0.71,0.06,88.65,31.27,13297.00,1.24,1.00,82.62,78.93,1.05,-20.00,1.00,723.00,9534.00,228.00,1201.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143,290,860,593,76,72,1.7076,"2008-03-11 16:03:07.713",S04.2008-03-10.300F4X3_000004.tif
327,542.36,26.28,9.50e+003,28.56,1.22e+004,32.49,23.91,0.74,0.08,125.82,45.14,23403.00,1.30,1.36,94.28,89.78,1.05,-70.00,1.00,199.00,1781.00,271.00,4056.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275,1,938,593,74,77,1.7076,"2008-03-11 16:03:08.544",S04.2008-03-10.300F4X3_000004.tif
328,367.40,21.63,5.30e+003,26.96,1.03e+004,34.55,18.42,0.53,0.20,81.92,32.52,10322.00,1.96,3.90,95.11,84.75,1.12,80.00,1.00,203.00,1238.00,266.00,638.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465,451,0,0,71,80,1.7076,"2008-03-11 16:03:08.995",S04.2008-03-10.300F4X3_000005.tif
329,282.84,18.98,3.58e+003,31.86,1.69e+004,45.24,12.12,0.27,0.40,93.25,42.73,9045.00,4.30,11.43,123.68,100.16,1.23,65.00,1.00,174.00,1804.00,262.00,1194.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727,272,73,0,75,84,1.7076,"2008-03-11 16:03:10.056",S04.2008-03-10.300F4X3_000005.tif
330,250.77,17.87,2.99e+003,25.99,9.20e+003,33.07,19.68,0.59,0.31,56.15,25.16,4829.00,4.14,10.91,114.19,81.71,1.40,20.00,1.00,211.00,3635.00,240.00,1794.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,809,38,150,0,78,72,1.7076,"2008-03-11 16:03:10.276",S04.2008-03-10.300F4X3_000005.tif
331,414.06,22.96,6.34e+003,25.74,8.93e+003,27.70,24.51,0.88,0.11,83.37,38.15,11838.00,2.01,4.08,102.36,80.93,1.26,-25.00,1.00,211.00,3635.00,240.00,1794.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,733,401,230,0,75,75,1.7076,"2008-03-11 16:03:10.276",S04.2008-03-10.300F4X3_000005.tif
332,539.44,26.21,9.42e+003,32.54,1.80e+004,36.28,27.13,0.75,0.19,82.83,39.76,15324.00,5.01,13.65,184.22,102.30,1.80,20.00,1.00,178.00,1787.00,230.00,5851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,759,170,307,0,80,77,1.7076,"2008-03-11 16:03:11.859",S04.2008-03-10.300F4X3_000005.tif
333,658.99,28.97,1.27e+004,33.32,1.94e+004,41.57,22.20,0.53,0.13,91.60,40.06,20701.00,2.07,4.27,130.92,104.75,1.25,10.00,1.00,178.00,1787.00,230.00,5851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561,512,389,0,84,73,1.7076,"2008-03-11 16:03:11.859",S04.2008-03-10.300F4X3_000005.tif
334,460.71,24.22,7.44e+003,28.10,1.16e+004,31.08,25.55,0.82,0.14,120.60,52.58,19055.00,2.17,4.61,112.19,88.33,1.27,35.00,1.00,242.00,56.00,340.00,1203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344,28,475,0,77,75,1.7076,"2008-03-11 16:03:12.289",S04.2008-03-10.300F4X3_000005.tif
335,349.91,21.11,4.92e+003,26.32,9.54e+003,29.87,19.12,0.64,0.20,78.86,31.73,9463.00,2.27,4.93,99.94,82.73,1.21,75.00,1.00,242.00,56.00,340.00,1203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,558,554,0,72,77,1.7076,"2008-03-11 16:03:12.289",S04.2008-03-10.300F4X3_000005.tif
336,545.27,26.35,9.58e+003,33.02,1.89e+004,37.35,27.03,0.72,0.20,87.77,41.91,16413.00,3.82,9.89,161.73,103.80,1.56,-15.00,1.00,525.00,14407.00,243.00,3529.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,442,321,628,0,81,78,1.7076,"2008-03-11 16:03:13.421",S04.2008-03-10.300F4X3_000005.tif
337,460.71,24.22,7.44e+003,30.49,1.48e+004,38.22,18.59,0.49,0.21,111.93,45.42,17685.00,2.30,5.03,115.43,95.86,1.20,-35.00,1.00,982.00,1.00,197.00,1217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,544,273,711,0,78,79,1.7076,"2008-03-11 16:03:14.482",S04.2008-03-10.300F4X3_000005.tif
338,309.09,19.84,4.09e+003,27.43,1.08e+004,29.48,24.95,0.85,0.28,89.68,38.75,9506.00,2.91,7.01,106.36,86.24,1.23,45.00,1.00,982.00,1.00,197.00,1217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332,678,791,0,75,76,1.7076,"2008-03-11 16:03:14.482",S04.2008-03-10.300F4X3_000005.tif
339,434.47,23.52,6.81e+003,27.80,1.13e+004,33.07,20.24,0.61,0.15,80.56,32.67,12004.00,1.84,3.51,100.35,87.41,1.15,-70.00,1.00,185.00,75.00,267.00,7676.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67,536,868,0,74,78,1.7076,"2008-03-11 16:03:14.943",S04.2008-03-10.300F4X3_000005.tif
340,647.33,28.71,1.24e+004,38.94,3.09e+004,51.96,23.01,0.44,0.26,87.05,40.28,19325.00,4.23,11.19,185.46,122.41,1.52,-80.00,1.00,202.00,4729.00,225.00,1725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399,151,944,0,74,90,1.7076,"2008-03-11 16:03:15.344",S04.2008-03-10.300F4X3_000005.tif
341,419.89,23.12,6.47e+003,26.64,9.90e+003,30.92,21.72,0.70,0.13,82.40,35.92,11866.00,1.95,3.88,101.53,83.75,1.21,5.00,1.00,180.00,491.00,258.00,5747.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,789,95,0,92,78,73,1.7076,"2008-03-11 16:03:15.985",S04.2008-03-10.300F4X3_000005.tif
342,979.74,35.32,2.31e+004,48.61,6.01e+004,69.07,22.20,0.32,0.27,111.71,40.36,37533.00,2.32,5.10,169.07,152.80,1.11,80.00,1.00,225.00,2944.00,223.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,906,526,80,92,73,100,1.7076,"2008-03-11 16:03:16.806",S04.2008-03-10.300F4X3_000005.tif
343,524.86,25.85,9.05e+003,31.52,1.64e+004,40.20,18.33,0.46,0.18,87.84,34.00,15812.00,2.10,4.36,117.60,99.09,1.19,-15.00,1.00,178.00,576.00,327.00,1136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,876,281,155,92,83,72,1.7076,"2008-03-11 16:03:17.056",S04.2008-03-10.300F4X3_000005.tif
344,390.73,22.30,5.81e+003,26.07,9.27e+003,31.08,21.31,0.69,0.14,108.71,49.53,14567.00,2.08,4.31,101.11,81.94,1.23,35.00,1.00,278.00,73.00,240.00,1220.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199,313,240,92,75,74,1.7076,"2008-03-11 16:03:17.236",S04.2008-03-10.300F4X3_000005.tif
345,568.60,26.91,1.02e+004,40.70,3.53e+004,50.63,23.44,0.46,0.34,99.71,41.44,19443.00,6.09,17.06,208.54,127.96,1.63,60.00,1.00,190.00,0.00,279.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,490,83,317,92,84,87,1.7076,"2008-03-11 16:03:17.677",S04.2008-03-10.300F4X3_000005.tif
346,650.25,28.77,1.25e+004,30.84,1.54e+004,34.33,25.48,0.74,0.07,103.00,33.88,22968.00,1.70,3.02,118.02,96.95,1.22,-5.00,1.00,190.00,0.00,279.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167,667,403,92,80,75,1.7076,"2008-03-11 16:03:17.677",S04.2008-03-10.300F4X3_000005.tif
