Id,Area (ABD),Diameter (ABD),Volume (ABD),Diameter (ESD),Volume (ESD),Length,Width,Aspect Ratio,Transparency,Intensity,Sigma Intensity,Sum Intensity,Compactness,Elongation,Perimeter,Convex Perimeter,Roughness,Feret Max Angle,PPC,Ch1 Peak,Ch1 TOF,Ch2 Peak,Ch2 TOF,Ch3 Peak,Ch3 TOF,Avg Red,Avg Green,Avg Blue,Red Green Ratio,Blue Green,Red Blue Ratio,CaptureX,CaptureY,SaveX,SaveY,PixelW,PixelH,Cal Const,Timestamp,Filename
1093,405.31,22.72,6.14e+003,25.52,8.70e+003,29.24,19.12,0.65,0.11,108.03,40.40,15016.00,1.41,1.89,84.62,80.22,1.05,60.00,1.00,204.00,3009.00,251.00,116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50,454,890,591,72,76,1.7076,"2008-03-11 16:09:34.709",S04.2008-03-10.300F4X3_000014.tif
1094,670.66,29.22,1.31e+004,33.82,2.03e+004,39.62,28.02,0.71,0.14,87.16,29.60,20046.00,1.73,3.12,120.85,106.31,1.14,35.00,1.00,181.00,51.00,231.00,3011.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,532,292,0,0,79,79,1.7076,"2008-03-11 16:09:35.751",S04.2008-03-10.300F4X3_000015.tif
1095,959.33,34.95,2.24e+004,36.30,2.51e+004,39.00,34.09,0.87,0.04,138.85,39.28,45681.00,1.23,1.00,121.85,114.13,1.07,75.00,1.00,197.00,577.00,252.00,4759.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,376,240,81,0,80,82,1.7076,"2008-03-11 16:09:36.121",S04.2008-03-10.300F4X3_000015.tif
1096,495.70,25.12,8.30e+003,31.38,1.62e+004,37.61,23.27,0.62,0.20,71.79,32.06,12205.00,5.78,16.11,189.81,98.64,1.92,65.00,1.00,197.00,577.00,252.00,4759.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445,702,163,0,75,65,1.7076,"2008-03-11 16:09:36.121",S04.2008-03-10.300F4X3_000015.tif
1097,431.55,23.44,6.74e+003,29.41,1.33e+004,36.53,23.49,0.64,0.20,95.09,43.93,14073.00,2.63,6.10,119.43,92.44,1.29,-80.00,1.00,242.00,1229.00,257.00,6407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,515,3,240,0,74,81,1.7076,"2008-03-11 16:09:36.392",S04.2008-03-10.300F4X3_000015.tif
1098,428.64,23.36,6.68e+003,25.93,9.13e+003,30.79,22.44,0.73,0.10,108.13,45.21,15895.00,1.57,2.53,91.87,81.52,1.13,-50.00,1.00,242.00,1229.00,257.00,6407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101,141,316,0,74,75,1.7076,"2008-03-11 16:09:36.392",S04.2008-03-10.300F4X3_000015.tif
1099,431.55,23.44,6.74e+003,27.91,1.14e+004,34.68,20.28,0.58,0.16,97.09,38.90,14370.00,2.02,4.12,104.77,87.74,1.19,-70.00,1.00,180.00,5869.00,270.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,730,456,392,0,74,79,1.7076,"2008-03-11 16:09:36.602",S04.2008-03-10.300F4X3_000015.tif
1100,349.91,21.11,4.92e+003,27.49,1.09e+004,35.39,16.26,0.46,0.23,91.50,41.27,10980.00,3.23,8.04,119.26,86.42,1.38,-30.00,1.00,206.00,4714.00,239.00,4650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,874,630,468,0,78,75,1.7076,"2008-03-11 16:09:36.832",S04.2008-03-10.300F4X3_000015.tif
1101,277.01,18.78,3.47e+003,25.48,8.66e+003,31.52,15.37,0.49,0.26,100.01,37.19,9501.00,2.61,6.03,95.28,80.10,1.19,65.00,1.00,206.00,4714.00,239.00,4650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,452,691,548,0,69,76,1.7076,"2008-03-11 16:09:36.832",S04.2008-03-10.300F4X3_000015.tif
1102,519.03,25.71,8.90e+003,30.82,1.53e+004,39.43,20.21,0.51,0.17,107.87,41.96,19200.00,1.86,3.57,110.19,96.90,1.14,-85.00,1.00,187.00,578.00,293.00,2370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,941,157,619,0,73,83,1.7076,"2008-03-11 16:09:37.063",S04.2008-03-10.300F4X3_000015.tif
1103,653.16,28.84,1.26e+004,30.56,1.50e+004,33.19,27.06,0.82,0.06,116.63,39.44,26124.00,1.35,1.64,105.36,96.08,1.10,50.00,1.00,205.00,2936.00,249.00,2346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,923,419,694,0,78,77,1.7076,"2008-03-11 16:09:37.313",S04.2008-03-10.300F4X3_000015.tif
1104,449.05,23.91,7.16e+003,32.37,1.78e+004,39.59,19.53,0.49,0.26,68.71,35.75,10582.00,2.89,6.93,127.68,101.75,1.25,-10.00,1.00,205.00,2936.00,249.00,2346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361,423,774,0,83,72,1.7076,"2008-03-11 16:09:37.313",S04.2008-03-10.300F4X3_000015.tif
1105,396.56,22.47,5.94e+003,27.39,1.08e+004,34.33,19.97,0.58,0.18,103.26,39.50,14043.00,2.23,4.79,105.36,86.11,1.22,-85.00,1.00,205.00,2936.00,249.00,2346.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,679,425,859,0,72,80,1.7076,"2008-03-11 16:09:37.313",S04.2008-03-10.300F4X3_000015.tif
1106,367.40,21.63,5.30e+003,28.51,1.21e+004,36.53,15.37,0.42,0.24,78.03,31.82,9832.00,2.30,5.01,102.94,89.63,1.15,-80.00,1.00,363.00,0.00,212.00,1764.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,486,457,933,0,69,81,1.7076,"2008-03-11 16:09:37.653",S04.2008-03-10.300F4X3_000015.tif
1107,381.98,22.05,5.62e+003,26.77,1.00e+004,34.68,16.55,0.48,0.18,90.95,33.91,11914.00,1.74,3.13,91.28,84.15,1.08,-70.00,1.00,363.00,0.00,212.00,1764.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,651,0,85,51,79,1.7076,"2008-03-11 16:09:37.653",S04.2008-03-10.300F4X3_000015.tif
1108,297.42,19.46,3.86e+003,30.76,1.52e+004,43.86,10.06,0.23,0.37,55.43,19.87,5654.00,3.53,8.97,114.84,96.71,1.19,-60.00,1.00,368.00,7826.00,241.00,1825.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320,366,53,85,76,82,1.7076,"2008-03-11 16:09:37.874",S04.2008-03-10.300F4X3_000015.tif
1109,944.75,34.68,2.18e+004,43.53,4.32e+004,48.30,34.15,0.71,0.20,76.45,31.56,24771.00,3.89,10.13,214.96,136.83,1.57,-60.00,1.00,238.00,9434.00,261.00,5857.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340,585,131,85,80,87,1.7076,"2008-03-11 16:09:38.124",S04.2008-03-10.300F4X3_000015.tif
1110,317.83,20.12,4.26e+003,25.47,8.65e+003,31.96,18.36,0.57,0.21,86.27,37.21,9403.00,2.63,6.10,102.53,80.06,1.28,-75.00,1.00,189.00,8192.00,258.00,2264.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337,137,213,85,72,78,1.7076,"2008-03-11 16:09:38.354",S04.2008-03-10.300F4X3_000015.tif
1111,440.30,23.68,6.95e+003,30.34,1.46e+004,37.89,22.20,0.59,0.22,88.44,41.13,13354.00,3.17,7.84,132.51,95.37,1.39,70.00,1.00,207.00,98.00,275.00,4152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,864,375,287,85,73,81,1.7076,"2008-03-11 16:09:38.565",S04.2008-03-10.300F4X3_000015.tif
1112,749.39,30.89,1.54e+004,47.45,5.60e+004,65.24,26.53,0.41,0.35,74.10,30.87,19043.00,6.92,19.70,255.35,149.18,1.71,-85.00,1.00,243.00,62.00,226.00,1223.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500,182,362,85,76,98,1.7076,"2008-03-11 16:09:38.755",S04.2008-03-10.300F4X3_000015.tif
1113,341.16,20.84,4.74e+003,25.15,8.33e+003,32.49,14.91,0.46,0.17,105.92,35.78,12393.00,1.78,3.28,87.28,79.05,1.10,70.00,1.00,193.00,477.00,237.00,2876.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372,434,440,85,72,78,1.7076,"2008-03-11 16:09:39.656",S04.2008-03-10.300F4X3_000015.tif
1114,169.12,14.67,1.65e+003,33.60,1.99e+004,49.64,8.54,0.17,0.56,39.48,11.57,2290.00,7.88,22.72,129.43,105.63,1.23,-85.00,1.00,207.00,1139.00,295.00,4038.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,359,29,514,85,65,89,1.7076,"2008-03-11 16:09:39.887",S04.2008-03-10.300F4X3_000015.tif
1115,312.00,19.93,4.15e+003,25.31,8.48e+003,31.19,18.78,0.60,0.21,87.45,37.92,9357.00,3.75,9.68,121.26,79.55,1.52,-80.00,1.00,207.00,1139.00,295.00,4038.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,870,168,581,85,71,78,1.7076,"2008-03-11 16:09:39.887",S04.2008-03-10.300F4X3_000015.tif
1116,556.94,26.63,9.89e+003,37.51,2.76e+004,52.87,14.50,0.27,0.29,90.72,34.18,17328.00,2.33,5.12,127.68,117.93,1.08,-25.00,1.00,207.00,1139.00,295.00,4038.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,857,675,654,85,88,76,1.7076,"2008-03-11 16:09:39.887",S04.2008-03-10.300F4X3_000015.tif
1117,568.60,26.91,1.02e+004,30.29,1.46e+004,34.53,25.86,0.75,0.11,98.44,36.36,19196.00,2.41,5.40,131.33,95.22,1.38,-60.00,1.00,344.00,4117.00,256.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,315,92,744,85,76,78,1.7076,"2008-03-11 16:09:40.227",S04.2008-03-10.300F4X3_000015.tif
1118,647.33,28.71,1.24e+004,33.13,1.90e+004,39.15,27.82,0.71,0.13,117.06,42.67,25987.00,1.97,3.94,126.68,104.14,1.22,-25.00,1.00,344.00,4117.00,256.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640,236,822,85,81,77,1.7076,"2008-03-11 16:09:40.227",S04.2008-03-10.300F4X3_000015.tif
1119,387.81,22.22,5.75e+003,25.36,8.53e+003,29.24,21.98,0.75,0.12,100.39,34.94,13352.00,1.58,2.59,87.87,79.71,1.10,60.00,1.00,195.00,2314.00,242.00,1168.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330,365,905,85,74,75,1.7076,"2008-03-11 16:09:40.818",S04.2008-03-10.300F4X3_000015.tif
1120,306.17,19.74,4.03e+003,25.33,8.51e+003,29.28,21.71,0.74,0.22,82.22,33.43,8633.00,3.26,8.12,112.02,79.62,1.41,-70.00,1.00,224.00,4.00,233.00,2988.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161,277,0,185,74,76,1.7076,"2008-03-11 16:09:41.038",S04.2008-03-10.300F4X3_000015.tif
1121,425.72,23.28,6.61e+003,33.96,2.05e+004,46.50,20.03,0.43,0.31,86.45,38.43,12622.00,5.34,14.72,169.07,106.76,1.58,70.00,1.00,196.00,1753.00,247.00,7042.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,890,438,76,185,74,86,1.7076,"2008-03-11 16:09:41.889",S04.2008-03-10.300F4X3_000015.tif
1122,650.25,28.77,1.25e+004,31.41,1.62e+004,33.05,29.03,0.88,0.08,88.39,33.77,19710.00,2.34,5.16,138.34,98.76,1.40,-30.00,1.00,4095.00,2448.00,4095.00,2452.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,394,352,152,185,78,77,1.7076,"2008-03-11 16:09:42.330",S04.2008-03-10.300F4X3_000015.tif
1123,393.65,22.39,5.88e+003,35.27,2.30e+004,39.15,31.83,0.81,0.37,95.68,43.88,12917.00,4.17,11.00,143.58,110.88,1.29,-65.00,1.00,232.00,4742.00,233.00,1849.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388,716,232,185,80,51,1.7076,"2008-03-11 16:09:42.741",S04.2008-03-10.300F4X3_000015.tif
1124,484.04,24.83,8.01e+003,30.52,1.49e+004,33.07,27.32,0.83,0.19,77.13,32.85,12803.00,3.59,9.18,147.82,95.95,1.54,70.00,1.00,217.00,154.00,253.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289,650,314,185,76,78,1.7076,"2008-03-11 16:09:43.071",S04.2008-03-10.300F4X3_000015.tif
1125,644.41,28.64,1.23e+004,47.83,5.73e+004,65.06,23.59,0.36,0.40,82.26,39.18,18180.00,5.50,15.23,211.13,150.35,1.40,-75.00,1.00,227.00,636.00,231.00,740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,494,215,392,185,76,97,1.7076,"2008-03-11 16:09:43.241",S04.2008-03-10.300F4X3_000015.tif
1126,615.25,27.99,1.15e+004,31.03,1.56e+004,32.48,29.03,0.89,0.10,101.20,39.44,21354.00,2.59,5.98,141.58,97.55,1.45,-55.00,1.00,227.00,636.00,231.00,740.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,890,280,470,185,77,77,1.7076,"2008-03-11 16:09:43.241",S04.2008-03-10.300F4X3_000015.tif
1127,271.18,18.58,3.36e+003,27.72,1.12e+004,33.16,20.49,0.62,0.33,46.85,15.87,4357.00,8.71,25.33,172.32,87.14,1.98,-15.00,1.00,197.00,6321.00,319.00,4104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351,199,549,185,79,72,1.7076,"2008-03-11 16:09:43.802",S04.2008-03-10.300F4X3_000015.tif
1128,428.64,23.36,6.68e+003,28.94,1.27e+004,35.84,23.44,0.65,0.19,71.93,29.27,10574.00,4.97,13.55,163.66,90.96,1.80,-35.00,1.00,197.00,6321.00,319.00,4104.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82,615,630,185,77,75,1.7076,"2008-03-11 16:09:43.802",S04.2008-03-10.300F4X3_000015.tif
1129,621.09,28.12,1.16e+004,32.34,1.77e+004,37.91,24.48,0.65,0.13,138.37,48.16,29473.00,1.60,2.65,111.77,101.66,1.10,10.00,1.00,188.00,1240.00,255.00,697.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252,683,709,185,82,75,1.7076,"2008-03-11 16:09:44.473",S04.2008-03-10.300F4X3_000015.tif
1130,416.97,23.04,6.41e+003,28.50,1.21e+004,36.28,16.87,0.47,0.19,71.99,30.16,10294.00,1.82,3.43,97.70,89.58,1.09,70.00,1.00,207.00,5970.00,266.00,8216.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,283,569,793,185,73,80,1.7076,"2008-03-11 16:09:44.704",S04.2008-03-10.300F4X3_000015.tif
1131,335.33,20.66,4.62e+003,30.63,1.50e+004,40.68,17.40,0.43,0.33,106.56,41.32,12254.00,3.19,7.91,116.02,96.28,1.21,60.00,1.00,206.00,2952.00,296.00,5214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,569,28,868,185,76,81,1.7076,"2008-03-11 16:09:45.124",S04.2008-03-10.300F4X3_000015.tif
1132,539.44,26.21,9.42e+003,28.84,1.26e+004,34.68,21.72,0.63,0.09,96.58,37.90,17868.00,1.46,2.12,99.53,90.66,1.10,-70.00,1.00,172.00,7042.00,262.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360,377,946,185,75,79,1.7076,"2008-03-11 16:09:45.685",S04.2008-03-10.300F4X3_000015.tif
1133,431.55,23.44,6.74e+003,26.94,1.02e+004,32.09,19.86,0.62,0.13,94.23,40.54,13946.00,1.79,3.32,98.53,84.70,1.16,40.00,1.00,172.00,7042.00,262.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363,414,0,284,76,75,1.7076,"2008-03-11 16:09:45.685",S04.2008-03-10.300F4X3_000015.tif
1134,215.78,16.58,2.38e+003,34.15,2.08e+004,44.68,19.22,0.43,0.51,61.18,22.79,4527.00,6.53,18.47,133.09,107.34,1.24,-85.00,1.00,180.00,2935.00,276.00,4141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,479,1,78,284,73,68,1.7076,"2008-03-11 16:09:45.885",S04.2008-03-10.300F4X3_000015.tif
1135,393.65,22.39,5.88e+003,25.44,8.62e+003,29.97,17.58,0.59,0.12,95.09,34.79,12837.00,1.48,2.18,85.45,79.96,1.07,65.00,1.00,215.00,3430.00,292.00,2932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,153,284,71,63,1.7076,"2008-03-11 16:09:46.326",S04.2008-03-10.300F4X3_000015.tif
1136,1058.47,36.71,2.59e+004,41.56,3.76e+004,44.39,36.43,0.82,0.12,109.44,37.28,39728.00,2.01,4.08,163.66,130.64,1.25,-75.00,1.00,232.00,2850.00,261.00,3432.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,933,694,226,284,83,73,1.7076,"2008-03-11 16:09:46.516",S04.2008-03-10.300F4X3_000015.tif
1137,1390.88,42.08,3.90e+004,55.00,8.71e+004,68.67,38.23,0.56,0.23,93.27,41.90,44489.00,7.09,20.24,352.12,172.91,2.04,-70.00,1.00,220.00,4849.00,278.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252,1,311,284,84,92,1.7076,"2008-03-11 16:09:46.756",S04.2008-03-10.300F4X3_000015.tif
1138,863.11,33.15,1.91e+004,45.89,5.06e+004,58.44,34.29,0.59,0.28,91.29,40.02,27021.00,6.46,18.24,264.67,144.26,1.83,85.00,1.00,219.00,1845.00,246.00,1880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,656,397,284,81,94,1.7076,"2008-03-11 16:09:47.197",S04.2008-03-10.300F4X3_000015.tif
1139,387.81,22.22,5.75e+003,32.20,1.75e+004,40.68,24.10,0.59,0.31,83.41,39.38,11093.00,7.31,20.93,188.81,101.22,1.87,60.00,1.00,196.00,613.00,264.00,1063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,717,1,480,284,76,58,1.7076,"2008-03-11 16:09:47.397",S04.2008-03-10.300F4X3_000015.tif
1140,367.40,21.63,5.30e+003,27.98,1.15e+004,33.61,22.20,0.66,0.23,81.75,35.90,10301.00,6.57,18.58,174.15,87.96,1.98,-75.00,1.00,204.00,144.00,251.00,3035.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,910,246,558,284,73,79,1.7076,"2008-03-11 16:09:47.618",S04.2008-03-10.300F4X3_000015.tif
1141,408.23,22.80,6.20e+003,38.29,2.94e+004,53.64,16.89,0.31,0.40,82.74,33.72,11584.00,4.09,10.77,144.92,120.37,1.20,-80.00,1.00,179.00,7.00,270.00,2319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,364,270,633,284,72,91,1.7076,"2008-03-11 16:09:47.838",S04.2008-03-10.300F4X3_000015.tif
1142,562.77,26.77,1.00e+004,32.42,1.78e+004,36.53,24.51,0.67,0.17,97.05,38.15,18730.00,2.09,4.32,121.43,101.92,1.19,80.00,1.00,182.00,1292.00,251.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,865,68,707,284,78,81,1.7076,"2008-03-11 16:09:48.048",S04.2008-03-10.300F4X3_000015.tif
1143,209.94,16.35,2.29e+003,27.77,1.12e+004,40.20,10.71,0.27,0.41,64.43,27.17,4639.00,4.10,10.77,103.94,87.31,1.19,-75.00,1.00,182.00,1292.00,251.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331,120,787,284,67,83,1.7076,"2008-03-11 16:09:48.048",S04.2008-03-10.300F4X3_000015.tif
1144,679.40,29.41,1.33e+004,34.46,2.14e+004,39.28,30.00,0.76,0.15,103.84,43.96,24195.00,1.81,3.39,124.26,108.33,1.15,-85.00,1.00,182.00,1292.00,251.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363,557,856,284,78,83,1.7076,"2008-03-11 16:09:48.048",S04.2008-03-10.300F4X3_000015.tif
1145,367.40,21.63,5.30e+003,26.45,9.69e+003,31.19,20.49,0.66,0.18,88.52,34.40,11154.00,2.35,5.19,104.18,83.14,1.25,80.00,1.00,208.00,6988.00,244.00,5844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,973,521,936,284,50,78,1.7076,"2008-03-11 16:09:48.269",S04.2008-03-10.300F4X3_000015.tif
1146,338.24,20.75,4.68e+003,27.73,1.12e+004,36.28,16.72,0.46,0.25,87.23,40.46,10119.00,2.68,6.27,106.77,87.17,1.22,-70.00,1.00,246.00,65.00,265.00,1025.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,741,1,0,380,70,71,1.7076,"2008-03-11 16:09:48.619",S04.2008-03-10.300F4X3_000015.tif
1147,373.23,21.80,5.42e+003,28.09,1.16e+004,36.26,21.03,0.58,0.22,72.98,28.42,9342.00,2.57,5.90,109.77,88.30,1.24,-35.00,1.00,246.00,65.00,265.00,1025.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,469,543,72,380,78,73,1.7076,"2008-03-11 16:09:48.619",S04.2008-03-10.300F4X3_000015.tif
1148,798.96,31.89,1.70e+004,44.38,4.58e+004,54.89,34.15,0.62,0.28,88.62,40.46,24281.00,8.63,25.08,294.41,139.52,2.11,-85.00,1.00,180.00,5918.00,237.00,8303.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,814,1,152,380,80,65,1.7076,"2008-03-11 16:09:49.320",S04.2008-03-10.300F4X3_000015.tif
1149,335.33,20.66,4.62e+003,26.80,1.01e+004,31.57,20.07,0.64,0.23,69.38,28.73,7979.00,2.58,5.92,104.18,84.24,1.24,-30.00,1.00,198.00,4695.00,284.00,1815.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,920,659,234,380,76,76,1.7076,"2008-03-11 16:09:49.921",S04.2008-03-10.300F4X3_000015.tif
1150,242.02,17.55,2.83e+003,25.23,8.41e+003,30.89,19.79,0.64,0.30,58.80,20.87,4880.00,3.32,8.32,100.53,79.31,1.27,70.00,1.00,185.00,3005.00,265.00,2311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,4,312,380,73,77,1.7076,"2008-03-11 16:09:50.522",S04.2008-03-10.300F4X3_000015.tif
1151,381.98,22.05,5.62e+003,37.77,2.82e+004,53.08,14.69,0.28,0.42,46.41,15.13,6080.00,5.56,15.39,163.31,118.73,1.38,75.00,1.00,226.00,5678.00,243.00,1150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,511,197,387,380,74,90,1.7076,"2008-03-11 16:09:50.732",S04.2008-03-10.300F4X3_000015.tif
1152,536.53,26.14,9.35e+003,32.54,1.80e+004,41.68,21.28,0.51,0.20,111.77,44.94,20566.00,2.24,4.82,122.85,102.28,1.20,-70.00,1.00,246.00,1745.00,248.00,5147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,582,266,463,380,76,83,1.7076,"2008-03-11 16:09:50.912",S04.2008-03-10.300F4X3_000015.tif
1153,583.18,27.25,1.06e+004,31.18,1.59e+004,33.16,29.13,0.88,0.13,73.74,29.58,14748.00,4.65,12.53,184.63,98.00,1.88,-75.00,1.00,246.00,1745.00,248.00,5147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,598,454,541,380,78,79,1.7076,"2008-03-11 16:09:50.912",S04.2008-03-10.300F4X3_000015.tif
1154,1685.39,46.32,5.20e+004,52.76,7.69e+004,65.25,36.95,0.57,0.12,134.10,47.32,77509.00,2.11,4.41,211.54,165.84,1.28,-30.00,1.00,248.00,694.00,252.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,152,292,621,380,94,88,1.7076,"2008-03-11 16:09:51.794",S04.2008-03-10.300F4X3_000015.tif
1155,612.34,27.92,1.14e+004,34.83,2.21e+004,44.53,22.20,0.50,0.20,93.79,38.60,19695.00,3.70,9.52,168.73,109.48,1.54,85.00,1.00,248.00,694.00,252.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,735,350,717,380,73,86,1.7076,"2008-03-11 16:09:51.794",S04.2008-03-10.300F4X3_000015.tif
1156,1032.23,36.25,2.49e+004,44.85,4.72e+004,59.28,27.32,0.46,0.19,115.13,42.93,40757.00,1.95,3.88,159.24,140.98,1.13,10.00,1.00,196.00,636.00,247.00,1770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451,203,792,380,94,76,1.7076,"2008-03-11 16:09:52.024",S04.2008-03-10.300F4X3_000015.tif
1157,393.65,22.39,5.88e+003,29.79,1.38e+004,31.52,26.47,0.84,0.25,69.82,31.72,9426.00,3.09,7.58,123.68,93.66,1.32,-25.00,1.00,196.00,636.00,247.00,1770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,616,340,888,380,77,77,1.7076,"2008-03-11 16:09:52.024",S04.2008-03-10.300F4X3_000015.tif
1158,466.54,24.37,7.58e+003,30.52,1.49e+004,39.59,18.42,0.47,0.20,83.67,31.45,13388.00,2.51,5.70,121.26,95.94,1.26,-80.00,1.00,184.00,1270.00,260.00,1241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,356,684,0,472,71,83,1.7076,"2008-03-11 16:09:52.445",S04.2008-03-10.300F4X3_000015.tif
1159,314.92,20.02,4.20e+003,27.24,1.06e+004,30.11,22.23,0.74,0.26,81.72,40.55,8826.00,8.50,24.66,183.39,85.64,2.14,-35.00,1.00,175.00,5270.00,246.00,1816.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,653,1,73,472,76,62,1.7076,"2008-03-11 16:09:53.726",S04.2008-03-10.300F4X3_000015.tif
1160,460.71,24.22,7.44e+003,36.87,2.62e+004,51.34,13.66,0.27,0.34,86.01,31.57,13589.00,2.84,6.78,128.26,115.90,1.11,5.00,1.00,208.00,3084.00,253.00,6023.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25,548,151,472,90,68,1.7076,"2008-03-11 16:09:53.927",S04.2008-03-10.300F4X3_000015.tif
1161,486.95,24.90,8.08e+003,26.73,1.00e+004,29.28,23.91,0.82,0.07,106.56,41.27,17795.00,1.42,1.96,93.28,84.03,1.11,-70.00,1.00,195.00,730.00,241.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38,574,243,472,74,76,1.7076,"2008-03-11 16:09:54.357",S04.2008-03-10.300F4X3_000015.tif
1162,341.16,20.84,4.74e+003,29.17,1.30e+004,37.91,15.26,0.40,0.29,82.63,34.81,9668.00,4.01,10.50,131.09,91.71,1.43,10.00,1.00,194.00,1787.00,228.00,7010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322,181,319,472,82,70,1.7076,"2008-03-11 16:09:55.018",S04.2008-03-10.300F4X3_000015.tif
1163,390.73,22.30,5.81e+003,46.16,5.15e+004,67.60,13.88,0.21,0.52,70.34,32.39,9426.00,8.58,24.93,205.30,145.11,1.41,-75.00,1.00,186.00,1640.00,254.00,5776.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157,336,403,472,73,98,1.7076,"2008-03-11 16:09:55.239",S04.2008-03-10.300F4X3_000015.tif
